DTXSID,PREFERRED NAME,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,ToxCast Active,ToxCast Total,% ToxCast Active,HIT CALL,TOP,SCALED TOP,AC50,LOGAC50
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0026044,(E)-Squalene,111-02-4,C30H50,410.391252,0,78,0.0,Inactive,5.972196785395409e-10,2.9860983926977045E-11,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0026173,Treosulfan,299-75-2,C6H14O8S2,278.013010,3,78,4.0,Inactive,7.478073095259143,0.37390365476295717,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0039229,Acrylic acid,79-10-7,C3H4O2,72.021129,0,78,0.0,Inactive,4.733250327175621e-10,2.36662516358781E-11,24.999999999999993,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0040129,Emtricitabine,143491-57-0,C8H10FN3O3S,247.042691,0,78,0.0,Inactive,6.08016943538636e-11,3.0400847176931796E-12,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0040965,Androstenone,18339-16-7,C19H28O,272.214016,5,78,6.0,Inactive,6.948540464704609e-10,3.4742702323523046E-11,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0042244,Osalmid,526-18-1,C13H11NO3,229.073893,6,78,8.0,Inactive,1.4069549679043576e-9,7.034774839521788E-11,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0044024,PD 0325901,391210-10-9,C16H14F3IN2O4,481.995040,1,78,1.0,Active,23.739466853034806,1.1869733426517404,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0042612,Nemonapride,75272-39-8,C21H26ClN3O2,387.171355,4,78,5.0,Inactive,1.5407155422823753e-10,7.703577711411876E-12,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0042618,"Tropanyl 3,5-dimethylbenzoate",85181-40-4,C17H23NO2,273.172879,4,78,5.0,Inactive,5.510706120166203e-10,2.7553530600831013E-11,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0044288,"5,5'-Indigotindisulfonic acid",483-20-5,C16H10N2O8S2,421.987858,1,78,1.0,Inactive,1.8327747089171982e-10,9.16387354458599E-12,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0043763,Taltirelin,103300-74-9,C17H23N7O5,405.176067,0,78,0.0,Inactive,1.6800614396649944e-10,8.400307198324972E-12,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0042668,Zoledronate,118072-93-8,C5H10N2O7P2,271.996325,0,78,0.0,Inactive,3.087468804745103e-11,1.5437344023725515E-12,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0045250,Bemegride,64-65-3,C8H13NO2,155.094629,0,78,0.0,Inactive,2.6458179867167746,0.13229089933583874,0.00035195109673397037,-3.453517677129949
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0045385,N-Acetyl-L-aspartyl-L-glutamic acid,4910-46-7,C11H16N2O8,304.090665,0,78,0.0,Inactive,4.3376716857814415e-10,2.1688358428907207E-11,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0045460,Clocortolone pivalate,34097-16-0,C27H36ClFO5,494.223530,6,78,8.0,Inactive,2.239256548037698e-9,1.119628274018849E-10,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0045678,Omacetaxine mepesuccinate,26833-87-4,C29H39NO9,545.262482,35,78,45.0,Active,70.34769740982357,3.5173848704911785,0.011318271785410795,-1.9462198815716596
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0045755,Brivudine,69304-47-8,C11H13BrN2O5,332.000785,1,78,1.0,Inactive,1.8975201517404712e-10,9.487600758702356E-12,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0045965,Quinine ethyl carbonate,83-75-0,C23H28N2O4,396.204907,5,78,6.0,Inactive,0.5943806579486957,0.029719032897434782,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0045967,Aloin A,1415-73-2,C21H22O9,418.126382,2,78,3.0,Inactive,1.2375034544009031,0.061875172720045155,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046010,Acivicin,42228-92-2,C5H7ClN2O3,178.014520,29,78,37.0,Active,41.62402769732316,2.0812013848661577,4.539950846625341,0.657051150840597
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046062,Phenacaine,101-93-9,C18H22N2O2,298.168128,3,78,4.0,Inactive,1.3505544887920011,0.06752772443960006,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046064,D-Valine,640-68-6,C5H11NO2,117.078979,0,78,0.0,Inactive,6.886002759059826e-11,3.443001379529913E-12,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046143,Clofenoxyde,3030-53-3,C16H12Cl2O3,322.016350,8,78,10.0,Active,39.74932828328103,1.9874664141640515,24.067220846870534,1.38142594318101
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046191,Benzoclidine,16852-81-6,C14H17NO2,231.125929,0,78,0.0,Inactive,0.2683854138142683,0.013419270690713414,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046197,Etocarlide,1234-30-6,C17H20N2O2S,316.124549,2,78,3.0,Inactive,1.0783623864741873e-10,5.391811932370936E-12,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046199,Pidotimod,121808-62-6,C9H12N2O4S,244.051778,0,78,0.0,Inactive,3.2620981170190754e-11,1.6310490585095376E-12,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046220,Benmoxin,7654-03-7,C15H16N2O,240.126263,5,78,6.0,Inactive,1.0512384788240468e-10,5.256192394120234E-12,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046224,alpha-L-Lyxo-hex-5-ulofuranosyl alpha-D-glucopyranoside,NOCAS_46224,C11H20O11,328.100561,0,78,0.0,Inactive,2.809189173778634,0.1404594586889317,47.10685519935142,1.6730841121950164
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046228,Clorindione,1146-99-2,C15H9ClO2,256.029107,0,78,0.0,Inactive,2.5938354495862393e-9,1.2969177247931196E-10,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046353,Ilomastat,142880-36-2,C20H28N4O4,388.211055,6,78,8.0,Inactive,6.3263035902044145,0.3163151795102207,4.960629150442185,0.6955367610138805
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046438,Mupirocin,12650-69-0,C26H44O9,500.298533,3,78,4.0,Inactive,3.51049944535444,0.17552497226772198,4.159591019704312,0.6190506319206772
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046856,Virginiamycin S1,23152-29-6,C43H49N7O10,823.354091,1,78,1.0,Inactive,1.4258757691100459,0.0712937884555023,0.0002079341624683716,-3.682074152550923
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046852,Cambendazole,26097-80-3,C14H14N4O2S,302.083747,21,78,27.0,Active,50.81717445852036,2.540858722926018,1.7062623985391931,0.23204582019294354
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046773,Difluprednate,23674-86-4,C27H34F2O7,508.227260,9,78,12.0,Inactive,1.9341047616686767e-9,9.670523808343383E-11,24.999999999999993,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046779,Darunavir,206361-99-1,C27H37N3O7S,547.235222,1,78,1.0,Inactive,4.172798421266823e-10,2.0863992106334113E-11,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046806,Testosterone isocaproate,15262-86-9,C25H38O3,386.282095,13,78,17.0,Inactive,1.936560676267482,0.0968280338133741,1.2581062981411604,0.09971733645570992
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046808,Bufogenin,465-39-4,C24H32O4,384.230060,20,78,26.0,Inactive,15.541998950010274,0.7770999475005137,0.6205009913603816,-0.20725752030223865
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048349,Vasopressin tannate,113-79-1,C46H65N15O12S2,1083.437855,0,78,0.0,Inactive,8.504295956090429e-10,4.2521479780452145E-11,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048634,Triamcinolone hexacetonide,5611-51-8,C30H41FO7,532.283632,4,78,5.0,Inactive,4.2398579040237825e-10,2.1199289520118912E-11,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048682,Octreotide,83150-76-9,C49H66N10O10S2,1018.440481,0,78,0.0,Inactive,8.284161012429596,0.4142080506214798,2.347912148045298,0.37068184285967365
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048719,Fluprednidene acetate,1255-35-2,C24H29FO6,432.194817,7,78,9.0,Inactive,1.8700700718815235,0.09350350359407618,1.2917450343505528,0.11117680073188624
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048763,Ubistatin A,759437-26-8,C34H24N4O16S4,872.007015,4,78,5.0,Inactive,2.9410029340305835e-11,1.4705014670152917E-12,24.999999999999993,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048711,N-Acetylgalactosamine,1811-31-0,C8H15NO6,221.089937,0,78,0.0,Inactive,3.7966257327771424e-9,1.898312866388571E-10,24.999999999999993,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048765,Flugestone,337-03-1,C21H29FO4,364.204988,6,78,8.0,Inactive,9.121898970931587e-11,4.560949485465793E-12,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0049024,1-(2-Ethylcrotonoyl)urea,5982-97-8,C7H12N2O2,156.089878,1,78,1.0,Inactive,2.616354488881463e-10,1.3081772444407314E-11,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048977,Eprinomectin B1a,133305-88-1,C50H75NO14,913.518756,38,78,49.0,Inactive,1.9794895789084373e-10,9.897447894542186E-12,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0049026,Chlorazanil,500-42-5,C9H8ClN5,221.046823,1,78,1.0,Inactive,2.0336718436909176,0.10168359218454588,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0049028,Chlorphenesin,104-29-0,C9H11ClO3,202.039672,0,78,0.0,Inactive,1.7249443930203487,0.08624721965101743,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048971,Iguratimod,123663-49-0,C17H14N2O6S,374.057257,0,78,0.0,Inactive,1.2614546814393583,0.06307273407196792,0.03290399395321929,-1.4827513833093522
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048973,Mestanolone,521-11-9,C20H32O2,304.240230,11,78,14.0,Inactive,1.3616910004271571e-10,6.808455002135785E-12,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0050425,Aceneuramic acid,131-48-6,C11H19NO9,309.105981,0,78,0.0,Inactive,3.949237816514185e-11,1.9746189082570923E-12,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022760,Ceforanide,60925-61-3,C20H21N7O6S2,519.099474,0,78,0.0,Inactive,0.23844174777051264,0.011922087388525631,10.000000000000002,1
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022762,Cefotetan,69712-56-7,C17H17N7O8S4,575.002145,0,78,0.0,Inactive,0.088660123421539,0.00443300617107695,10.000000000000002,1
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022847,Clopamide,636-54-4,C14H20ClN3O3S,345.091390,0,78,0.0,Inactive,5.808951860049122e-8,2.9044759300245612E-9,10.000000000000002,1
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022922,Dichlorphenamide,120-97-8,C6H6Cl2N2O4S2,303.914604,4,78,5.0,Inactive,1.979231846028284,0.0989615923014142,10.000000000000002,1
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022766,Cefpodoxime proxetil,87239-81-4,C21H27N5O9S2,557.125020,9,78,12.0,Inactive,1.187340925466442,0.0593670462733221,0.1480663911575926,-0.8295435086038883
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022768,Cefroxadine,51762-05-1,C16H19N3O5S,365.104542,0,78,0.0,Inactive,3.516278207602118e-9,1.7581391038010589E-10,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022687,Bromocriptine,25614-03-3,C32H40BrN5O5,653.221282,14,78,18.0,Inactive,6.44973292106925e-9,3.2248664605346247E-10,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1023027,Etidocaine,36637-18-0,C17H28N2O,276.220164,1,78,1.0,Inactive,2.3431271483713605,0.11715635741856803,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1023526,(+/-) Propylhexedrine,101-40-6,C10H21N,155.167400,1,78,1.0,Inactive,1.3834997665829922,0.06917498832914962,0.7381496098860545,-0.13185560543591515
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1023281,Methazolamide,554-57-4,C5H8N4O3S2,236.003782,0,78,0.0,Inactive,1.010416594040385,0.05052082970201925,10.000000000000002,1
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1023310,Metrizamide,31112-62-6,C18H22I3N3O8,788.854100,0,78,0.0,Inactive,5.6797597172759985e-9,2.8398798586379994E-10,10.000000000000002,1
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1023316,Mezlocillin,51481-65-3,C21H25N5O8S2,539.114455,1,78,1.0,Inactive,1.4207945061472236,0.07103972530736118,0.8094301553261016,-0.09182061999909545
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1023576,Sennoside A,81-27-6,C42H38O20,862.195644,0,78,0.0,Inactive,2.1311585384109764,0.10655792692054881,47.32304494899301,1.6750726810531054
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1023734,Valpromide,2430-27-5,C8H17NO,143.131014,0,78,0.0,Inactive,3.5324225370955076e-10,1.7662112685477537E-11,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1025853,Peracetic acid,79-21-0,C2H4O3,76.016044,0,78,0.0,Inactive
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1031096,D-alpha-Tocopheryl acetate,58-95-7,C31H52O3,472.391646,0,78,0.0,Inactive,2.710071456793993e-10,1.3550357283969964E-11,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1034214,1-Hydroxyvitamin D2,54573-75-0,C28H44O2,412.334131,22,78,28.0,Inactive,9.687742106930532,0.4843871053465266,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1040617,Sulmazole,73384-60-8,C14H13N3O2S,287.072848,0,78,0.0,Inactive,2.751212482714499e-10,1.3756062413572494E-11,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1040667,Diisopropyl fluorophosphate,55-91-4,C6H14FO3P,184.066459,0,78,0.0,Inactive,1.190016322417177,0.05950081612085885,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1040459,Bucladesine,362-74-3,C18H24N5O8P,469.136250,0,78,0.0,Inactive,1.1308464094081505,0.056542320470407526,0.00006000001009862271,-4.221848676520094
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041689,Buquinolate,5486-03-3,C20H27NO5,361.188923,0,78,0.0,Inactive,0.24425909382494193,0.012212954691247096,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1045114,Benzylhydrochlorothiazide,1824-50-6,C14H14ClN3O4S2,387.011426,0,78,0.0,Inactive,2.0012322853089587e-10,1.0006161426544793E-11,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1045160,Imazodan,84243-58-3,C13H12N4O,240.101111,2,78,3.0,Inactive,1.0768834213453016e-9,5.3844171067265076E-11,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1045033,Minocycline,10118-90-8,C23H27N3O7,457.184900,4,78,5.0,Inactive,4.759108018041901e-11,2.3795540090209504E-12,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1045168,Metrifudil,23707-33-7,C18H21N5O4,371.159354,3,78,4.0,Inactive,9.919336606681228e-10,4.9596683033406135E-11,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1045665,Ponalrestat,72702-95-5,C17H12BrFN2O3,390.001533,0,78,0.0,Inactive,1.3937544497039165,0.06968772248519582,0.8779444760944574,-0.05653294934251686
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1045740,Midafotel,117414-74-1,C8H15N2O5P,250.071859,0,78,0.0,Inactive,2.133799208140364,0.1066899604070182,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1046055,Amiloxate,71617-10-2,C15H20O3,248.141245,1,78,1.0,Inactive,4.452677659883119e-9,2.2263388299415595E-10,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1045950,Pregabalin,148553-50-8,C8H17NO2,159.125929,1,78,1.0,Inactive,3.2522494375507435e-10,1.6261247187753717E-11,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1046009,Coenzyme B12,13870-90-1,C72H100CoN18O17P,1578.658340,2,78,3.0,Inactive,1.6343110589604688,0.08171555294802343,0.008978581789932862,-2.0467922568123837
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1046059,4-Methoxy-(2E)-cinnamic acid,943-89-5,C10H10O3,178.062994,0,78,0.0,Inactive,2.3798599685028673e-10,1.1899299842514336E-11,24.999999999999993,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1045877,4-Amino-3-hydroxybutyric acid,924-49-2,C4H9NO3,119.058243,1,78,1.0,Inactive,1.3498508450445197,0.06749254225222598,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1045904,Naproxol,26159-36-4,C14H16O2,216.115030,1,78,1.0,Inactive,3.1760048048684757,0.1588002402434238,0.10575754283619104,-0.9756886481107053
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1046217,Lifibrate,22204-91-7,C20H21Cl2NO4,409.084764,1,78,1.0,Inactive,2.802401238346463e-9,1.4012006191732314E-10,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1046261,Glucuronamide,61914-43-0,C6H11NO6,193.058637,0,78,0.0,Inactive,1.651725253101269,0.08258626265506344,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1046182,Diamthazole,95-27-2,C15H23N3OS,293.156184,4,78,5.0,Inactive,3.057261157131491,0.15286305785657456,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1046184,1-Piperidinocyclohexanecarbonitrile,3867-15-0,C12H20N2,192.162649,0,78,0.0,Inactive,0.9092747236825034,0.04546373618412517,0.000490597892735551,-3.309274321550113
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1046211,Fluindione,957-56-2,C15H9FO2,240.058658,0,78,0.0,Inactive,2.350509125632789e-12,1.1752545628163944E-13,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1046213,Octaverine,549-68-8,C23H27NO5,397.188923,18,78,23.0,Inactive,1.4071095665521132,0.07035547832760566,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1046265,Iophenoxic acid,96-84-4,C11H11I3O3,571.784230,1,78,1.0,Inactive,9.417659966617546e-11,4.708829983308773E-12,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1046138,Benzobarbital,744-80-9,C19H16N2O4,336.111007,2,78,3.0,Inactive,1.3425095232266993e-9,6.712547616133497E-11,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1046186,Azabuperone,2856-81-7,C17H23FN2O,290.179442,3,78,4.0,Inactive,3.9773752358662203e-10,1.98868761793311E-11,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1046269,Piperoxan,59-39-2,C14H19NO2,233.141579,1,78,1.0,Inactive,6.0527878737172385,0.3026393936858619,38.51777965406522,1.5856612443979854
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1046346,D-Isoleucine,319-78-8,C6H13NO2,131.094629,0,78,0.0,Inactive,5.640674259609763e-10,2.820337129804881E-11,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1046556,Fluazuron,86811-58-7,C20H10Cl2F5N3O3,505.001937,6,78,8.0,Inactive,14.7879466341218,0.73939733170609,1.9301566199560767,0.2855925506776924
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1046479,Epalrestat,82159-09-9,C15H13NO3S2,319.033686,7,78,9.0,Inactive,14.194711286919484,0.7097355643459742,21.47059603092533,1.3318441007636337
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1046764,alpha-Ethyltryptamine,2235-90-7,C12H16N2,188.131349,3,78,4.0,Inactive,0.970784166412292,0.048539208320614605,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1046766,Betaprodine,468-59-7,C16H23NO2,261.172879,1,78,1.0,Inactive,2.2022465378725435,0.11011232689362718,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1046716,Mofezolac,78967-07-4,C19H17NO5,339.110673,2,78,3.0,Inactive,9.369774776659483,0.46848873883297415,12.749854316464459,1.1055052224235382
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1046760,Ethylmorphine,76-58-4,C19H23NO3,313.167794,1,78,1.0,Inactive,1.8510106576406402e-9,9.255053288203201E-11,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1046895,Imexon,59643-91-3,C4H5N3O,111.043262,0,78,0.0,Inactive,4.035232356241269,0.20176161781206345,47.20098192255902,1.6739510333610657
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1046920,Tenovin-1,380315-80-0,C20H23N3O2S,369.151098,18,78,23.0,Active,89.22784402579353,4.4613922012896765,1.4597787488683152,0.16428703699880018
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1046843,Siccanin,22733-60-4,C22H30O3,342.219495,32,78,41.0,Inactive,3.8132482129524925e-9,1.9066241064762462E-10,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1046926,Eledoisin,69-25-0,C54H85N13O15S,1187.600880,0,78,0.0,Inactive,2.756127923289376e-10,1.3780639616446878E-11,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1048259,Desmopressin,16679-58-6,C46H64N14O12S2,1068.426956,0,78,0.0,Inactive,9.295125057068578e-12,4.647562528534289E-13,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1048629,Cilazapril,88768-40-5,C22H31N3O5,417.226371,0,78,0.0,Inactive,1.4889660474722024e-10,7.444830237361012E-12,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1048675,D-Glutamic acid,6893-26-1,C5H9NO4,147.053158,0,78,0.0,Inactive,4.693289416233026,0.2346644708116513,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1048677,Clindamycin phosphate,24729-96-2,C18H34ClN2O8PS,504.146202,0,78,0.0,Inactive,5.330265960934218e-10,2.665132980467109E-11,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1048754,Amoebicon,116-49-4,C8H9AsBiNO6,498.944980,0,78,0.0,Inactive,1.3444900271333248e-9,6.722450135666624E-11,24.999999999999996,1.3979400086720375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1048758,Perlapine,1977-11-3,C19H21N3,291.173548,4,78,5.0,Inactive,5.581355380799717,0.27906776903998587,8.422196071294623,0.9254253477100022
